,location,bhk,total_sqft,bath,price,encoded_loc
7557,Domlur,2,1246.0,2.0,95.0,71
7558,Yelahanka,3,1890.0,4.0,85.0,228
7559,Electronic City Phase II,2,972.0,2.0,40.0,75
7560,Electronic City,1,630.0,1.0,33.7,74
7561,others,3,1255.0,2.0,60.0,232
7562,Doddaballapur,3,2440.0,3.0,142.0,68
7563,Kanakpura Road,3,1938.0,3.0,92.69,128
7564,Bannerghatta Road,3,1711.0,3.0,125.0,34
7565,CV Raman Nagar,2,1392.0,2.0,95.0,53
7566,Haralur Road,2,1225.0,2.0,77.0,90
7567,Sarjapur  Road,4,3418.0,3.0,235.0,196
7568,Green Glen Layout,3,1750.0,3.0,120.0,83
7569,Subramanyapura,3,1260.0,2.0,80.0,207
7570,Sarjapur  Road,1,691.0,1.0,31.1,196
7571,Haralur Road,2,1285.0,2.0,78.0,90
7572,Hebbal,3,1590.0,3.0,96.0,92
7573,9th Phase JP Nagar,3,1571.0,3.0,65.0,8
7574,Hebbal Kempapura,5,2800.0,5.0,220.0,93
7575,Garudachar Palya,2,1060.0,2.0,48.66,79
7576,Hennur,2,1255.0,2.0,58.0,95
7577,others,3,2400.0,2.0,185.0,232
7578,Bannerghatta Road,3,1520.0,2.0,81.0,34
7579,Kanakpura Road,3,1564.9842423276207,2.0,70.99,128
7580,others,2,1170.0,2.0,45.51,232
7581,OMBR Layout,3,1580.0,3.0,75.0,176
7582,Ardendale,3,1777.26,3.0,89.0,19
7583,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,186
7584,Kodichikkanahalli,2,1680.0,2.0,59.0,139
7585,Whitefield,3,1495.0,2.0,70.0,226
7586,Yelahanka,3,1835.0,3.0,108.0,228
7587,others,2,1080.0,2.0,38.0,232
7588,Electronic City,2,1025.0,2.0,29.61,74
7589,Haralur Road,2,1225.0,2.0,67.48,90
7590,Balagere,1,656.0,1.0,34.77,25
7591,Sarjapur  Road,2,994.0,2.0,45.0,196
7592,others,2,1025.0,2.0,65.0,232
7593,Marathahalli,2,1156.0,2.0,52.0,162
7594,JP Nagar,2,1250.0,2.0,60.0,110
7595,Kundalahalli,4,3092.0,4.0,230.0,151
7596,Hegde Nagar,3,1930.0,4.0,122.0,94
7597,others,2,1020.0,2.0,70.0,232
7598,Kumaraswami Layout,3,1310.0,2.0,70.0,150
7599,Kanakpura Road,2,1322.0,2.0,70.0,128
7600,Kothanur,2,1160.0,2.0,57.0,147
7601,5th Block Hbr Layout,2,1100.0,2.0,48.0,3
7602,Hosur Road,3,1689.0,3.0,103.0,104
7603,Chikkalasandra,2,1090.0,2.0,47.42,59
7604,KR Puram,2,2000.0,2.0,75.0,116
7605,others,2,1155.0,2.0,69.0,232
7606,Vishveshwarya Layout,6,4000.0,6.0,230.0,223
7607,Sarjapur  Road,4,3913.0,5.0,176.0,196
7608,JP Nagar,2,1125.0,2.0,39.98,110
7609,Yelahanka,3,1847.0,3.0,92.0,228
7610,7th Phase JP Nagar,3,1515.0,2.0,76.0,6
7611,Yelahanka,5,2500.0,3.0,120.0,228
7612,Sarjapur  Road,2,1130.0,2.0,55.0,196
7613,Bellandur,2,1049.0,2.0,51.0,40
7614,Amruthahalli,3,2650.0,4.0,175.0,14
7615,Varthur Road,2,850.0,2.0,25.4,220
7616,Jakkur,2,1282.0,2.0,72.0,111
7617,Kalena Agrahara,2,800.0,2.0,40.0,122
7618,Magadi Road,3,1318.0,2.0,68.0,156
7619,Kanakpura Road,2,1698.0,2.0,105.0,128
7620,others,3,1555.0,2.0,67.0,232
7621,Sarjapur  Road,3,1881.0,3.0,145.0,196
7622,Yelahanka,3,1890.0,3.0,109.0,228
7623,Old Madras Road,2,935.0,2.0,32.0,178
7624,Cox Town,2,1000.0,2.0,58.0,62
7625,Singasandra,3,1510.0,3.0,75.0,203
7626,Uttarahalli,2,1120.0,2.0,50.0,218
7627,Talaghattapura,2,1175.0,2.0,62.0,210
7628,Bellandur,3,1350.0,2.0,63.0,40
7629,others,4,2180.0,4.0,115.0,232
7630,Kasavanhalli,3,1715.0,3.0,112.0,131
7631,Hebbal,2,1072.0,2.0,45.0,92
7632,Panathur,2,1230.0,2.0,80.0,181
7633,Murugeshpalya,3,1600.0,2.0,65.0,166
7634,Thanisandra,3,1411.0,3.0,93.25,211
7635,Rayasandra,5,3600.0,5.0,145.0,191
7636,Jalahalli,3,2404.0,3.0,138.0,112
7637,Doddathoguru,3,1208.0,3.0,45.0,70
7638,Haralur Road,2,1225.0,2.0,69.84,90
7639,Hebbal,2,1162.0,2.0,69.0,92
7640,Thanisandra,3,1262.0,2.0,65.0,211
7641,others,2,1050.0,2.0,35.0,232
7642,Electronic City Phase II,2,1160.0,2.0,33.51,75
7643,Channasandra,3,1500.0,3.0,61.95,56
7644,others,3,1610.0,3.0,85.0,232
7645,Whitefield,2,1340.0,2.0,41.0,226
7646,Sarjapur  Road,3,2275.0,4.0,182.0,196
7647,others,4,3150.0,3.0,135.0,232
7648,Hosa Road,2,1170.0,2.0,65.0,101
7649,Channasandra,3,1800.0,3.0,60.0,56
7650,Banashankari Stage VI,3,1423.0,2.0,71.73,30
7651,Kaggadasapura,2,1106.0,2.0,40.0,119
7652,others,2,1255.0,2.0,56.7,232
7653,Babusapalaya,2,1061.0,2.0,38.95,24
7654,others,2,600.0,2.0,29.5,232
7655,Electronic City Phase II,3,1400.0,2.0,40.45,75
7656,Domlur,3,2100.0,3.0,145.0,71
7657,ITPL,2,1564.9842423276207,2.0,55.43,107
7658,Hennur Road,3,2047.0,3.0,67.55,96
7659,others,4,2597.0,4.0,189.0,232
7660,Bellandur,2,1211.0,2.0,63.0,40
7661,Hennur Road,3,1904.0,3.0,129.0,96
7662,Balagere,2,1205.0,2.0,73.87,25
7663,Yeshwanthpur,2,1164.0,2.0,64.08,231
7664,others,2,1410.0,2.0,73.0,232
7665,others,2,1150.0,2.0,42.0,232
7666,others,2,1170.0,2.0,53.11,232
7667,Hennur,2,1420.0,2.0,62.0,95
7668,Panathur,2,1125.0,2.0,45.0,181
7669,NRI Layout,3,1789.0,3.0,75.0,169
7670,Hulimavu,2,1021.0,2.0,76.0,105
7671,Kalena Agrahara,2,1222.0,2.0,48.0,122
7672,Hennur Road,3,1981.0,3.0,134.0,96
7673,Yelachenahalli,2,1103.0,2.0,55.0,227
7674,others,2,1201.0,2.0,65.0,232
7675,Sarjapur  Road,2,970.0,2.0,36.0,196
7676,Sarjapur,2,920.0,2.0,33.0,195
7677,Yeshwanthpur,3,1520.0,3.0,85.0,231
7678,Sonnenahalli,3,1268.0,2.0,75.0,206
7679,others,1,660.0,1.0,30.0,232
7680,Harlur,3,1755.0,3.0,115.0,91
7681,Hoskote,2,945.0,2.0,35.0,103
7682,8th Phase JP Nagar,1,500.0,1.0,33.0,7
7683,Rachenahalli,2,1167.0,2.0,37.5,185
7684,Domlur,2,1276.0,2.0,80.0,71
7685,Thanisandra,2,1234.0,2.0,51.0,211
7686,Lakshminarayana Pura,2,1180.0,2.0,75.0,154
7687,ISRO Layout,3,1370.0,2.0,87.0,106
7688,Electronic City,3,1400.0,3.0,90.0,74
7689,others,2,1050.0,2.0,40.0,232
7690,Ramagondanahalli,2,1251.0,2.0,46.0,189
7691,Yeshwanthpur,3,1677.0,3.0,92.13,231
7692,Sarjapur  Road,2,1346.0,2.0,67.38,196
7693,Electronic City Phase II,2,1090.0,2.0,31.48,75
7694,Kanakapura,3,1290.0,2.0,51.1,127
7695,Sarjapur  Road,3,1881.0,3.0,145.0,196
7696,Garudachar Palya,2,1150.0,2.0,52.0,79
7697,Kanakpura Road,3,1200.0,2.0,42.0,128
7698,others,2,950.0,2.0,65.0,232
7699,Ramamurthy Nagar,2,1050.0,2.0,51.66,190
7700,Hoodi,3,1660.0,3.0,131.0,97
7701,Nagavarapalya,2,1134.0,2.0,55.0,173
7702,Hebbal,2,1100.0,2.0,60.0,92
7703,Anekal,2,1200.0,2.0,36.1,17
7704,others,3,980.0,3.0,80.0,232
7705,others,2,1080.0,2.0,37.8,232
7706,CV Raman Nagar,1,705.0,2.0,50.0,53
7707,others,3,1200.0,2.0,35.0,232
7708,Anandapura,2,1200.0,2.0,50.0,15
7709,Talaghattapura,3,1804.0,3.0,127.0,210
7710,Battarahalli,2,1090.0,2.0,38.37,37
7711,Electronic City,3,1287.0,3.0,55.0,74
7712,Thigalarapalya,3,2215.0,4.0,157.0,212
7713,Sarjapur  Road,2,1045.0,2.0,42.15,196
7714,Hormavu,2,1263.0,2.0,47.36,100
7715,Whitefield,3,1431.0,3.0,85.0,226
7716,Dommasandra,2,999.0,2.0,32.9,72
7717,others,3,1535.0,3.0,72.0,232
7718,Marathahalli,4,2524.0,5.0,180.0,162
7719,Kanakpura Road,3,1300.0,3.0,69.0,128
7720,7th Phase JP Nagar,3,2095.0,3.0,150.0,6
7721,others,2,1265.0,2.0,68.0,232
7722,Kudlu Gate,2,1215.0,2.0,44.96,149
7723,Yelahanka New Town,2,2200.0,2.0,180.0,229
7724,Electronics City Phase 1,2,1028.0,2.0,51.0,76
7725,Hegde Nagar,3,1835.0,2.0,92.0,94
7726,Munnekollal,3,1800.0,3.0,65.0,165
7727,Sarjapur  Road,4,2880.0,3.0,211.0,196
7728,Dasanapura,2,708.0,2.0,31.15,63
7729,Hosakerehalli,2,925.0,2.0,46.25,102
7730,Bannerghatta Road,3,2826.0,3.0,148.0,34
7731,others,4,3500.0,4.0,150.0,232
7732,others,4,5400.0,4.0,250.0,232
7733,Amruthahalli,3,1450.0,2.0,90.0,14
7734,Kasavanhalli,2,1100.0,2.0,65.0,131
7735,Kadubeesanahalli,2,1185.0,2.0,55.0,117
7736,9th Phase JP Nagar,4,1900.0,4.0,80.0,8
7737,TC Palaya,2,1200.0,2.0,70.0,209
7738,others,1,660.0,1.0,35.0,232
7739,Ambedkar Nagar,3,1920.0,4.0,121.0,13
7740,Sarjapur  Road,4,3418.0,2.0,222.0,196
7741,1st Phase JP Nagar,4,4550.0,2.0,240.0,1
7742,Bhoganhalli,2,1205.0,2.0,68.32,43
7743,Haralur Road,2,1200.0,2.0,46.0,90
7744,Akshaya Nagar,3,1421.0,2.0,73.0,11
7745,6th Phase JP Nagar,3,1250.0,3.0,48.9,5
7746,Whitefield,1,524.0,1.0,29.0,226
7747,HSR Layout,5,4200.0,5.0,245.0,89
7748,Thubarahalli,3,1540.0,3.0,90.0,213
7749,Rachenahalli,2,985.0,2.0,50.17,185
7750,Whitefield,4,2830.0,4.0,161.0,226
7751,others,2,1140.0,2.0,60.0,232
7752,5th Block Hbr Layout,5,3600.0,5.0,130.0,3
7753,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,186
7754,Devanahalli,2,1564.9842423276207,2.0,62.425,65
7755,Dasarahalli,2,1333.0,2.0,86.65,64
7756,Electronic City,2,1258.0,2.0,85.5,74
7757,others,3,1458.0,2.0,87.0,232
7758,Electronic City,2,1386.0,2.0,85.0,74
7759,Electronic City Phase II,2,1140.0,2.0,32.92,75
7760,Electronic City,1,550.0,1.0,27.0,74
7761,Lakshminarayana Pura,2,1200.0,2.0,83.0,154
7762,others,2,1081.0,2.0,39.0,232
7763,Whitefield,4,2135.0,3.0,149.0,226
7764,Whitefield,4,2500.0,4.0,100.0,226
7765,others,2,1178.0,2.0,80.0,232
7766,Devarachikkanahalli,2,991.0,2.0,40.0,66
7767,Gottigere,3,1493.0,2.0,90.0,82
7768,Subramanyapura,3,2495.0,3.0,130.0,207
7769,Kammasandra,2,1080.0,2.0,31.99,126
7770,Dasanapura,2,814.0,2.0,53.0,63
7771,Electronic City,2,1025.0,2.0,50.0,74
7772,Whitefield,4,3075.0,2.0,188.0,226
7773,others,2,1175.0,2.0,52.86,232
7774,KR Puram,2,1100.0,2.0,45.0,116
7775,Banashankari,2,1450.0,2.0,50.75,26
7776,6th Phase JP Nagar,3,1810.0,3.0,131.0,5
7777,others,3,1426.0,2.0,71.0,232
7778,Sector 7 HSR Layout,3,2400.0,2.0,195.0,199
7779,Kalyan nagar,2,1100.0,2.0,70.0,123
7780,Electronic City Phase II,1,650.0,1.0,35.0,75
7781,Kaikondrahalli,2,900.0,2.0,27.0,121
7782,Billekahalli,2,1360.0,2.0,110.0,44
7783,Yeshwanthpur,1,674.0,1.0,36.85,231
7784,Whitefield,3,1655.0,3.0,110.0,226
7785,others,2,1300.0,2.0,95.0,232
7786,others,1,936.0,1.0,53.0,232
7787,others,2,1277.0,2.0,92.0,232
7788,others,2,1200.0,2.0,54.0,232
7789,Hormavu,2,1015.0,2.0,39.08,100
7790,Budigere,2,1153.0,2.0,60.0,52
7791,Kengeri,2,1035.0,2.0,51.5,136
7792,KR Puram,5,3300.0,3.0,255.0,116
7793,Uttarahalli,2,1150.0,2.0,46.0,218
7794,Malleshwaram,2,1020.0,2.0,80.0,161
7795,8th Phase JP Nagar,2,1160.0,2.0,95.0,7
7796,Brookefield,2,1225.0,2.0,72.0,51
7797,others,3,1350.0,3.0,60.0,232
7798,Kanakpura Road,3,1300.0,3.0,69.0,128
7799,Channasandra,2,830.0,2.0,36.28,56
7800,Hennur Road,2,1155.0,2.0,69.18,96
7801,Jalahalli,2,905.0,2.0,55.0,112
7802,Vijayanagar,3,1375.0,2.0,75.0,222
7803,Electronic City,2,1140.0,2.0,33.84,74
7804,Hormavu,3,1550.0,2.0,60.0,100
7805,Kannamangala,2,957.0,2.0,55.0,129
7806,9th Phase JP Nagar,2,890.0,2.0,45.0,8
7807,KR Puram,4,3000.0,4.0,235.0,116
7808,others,5,2400.0,5.0,150.0,232
7809,Rachenahalli,2,925.0,2.0,37.0,185
7810,Kammasandra,2,1415.0,2.0,60.0,126
7811,Thanisandra,2,1225.0,2.0,37.0,211
7812,Hennur Road,4,2000.0,4.0,90.0,96
7813,Whitefield,1,840.0,1.0,57.0,226
7814,Thanisandra,3,1732.0,3.0,112.0,211
7815,others,1,1200.0,1.0,45.0,232
7816,Bhoganhalli,2,1260.0,2.0,69.9,43
7817,others,2,1092.0,2.0,49.0,232
7818,others,2,827.0,2.0,34.0,232
7819,Chamrajpet,2,650.0,1.0,40.0,54
7820,7th Phase JP Nagar,3,1370.0,2.0,54.79,6
7821,Whitefield,3,1725.0,3.0,106.0,226
7822,Jalahalli,2,1000.0,2.0,70.0,112
7823,TC Palaya,1,1350.0,1.0,55.0,209
7824,Bellandur,3,1717.0,3.0,110.0,40
7825,Kanakpura Road,2,700.0,2.0,34.0,128
7826,others,2,800.0,2.0,32.0,232
7827,Sonnenahalli,3,1415.0,2.0,65.0,206
7828,7th Phase JP Nagar,3,1976.0,3.0,145.0,6
7829,Kambipura,2,883.0,2.0,37.01,124
7830,Yelahanka,1,700.0,1.0,38.0,228
7831,Sarjapur,3,1445.0,3.0,50.0,195
7832,Battarahalli,3,2082.0,3.0,104.0,37
7833,Thanisandra,2,933.0,2.0,66.0,211
7834,Electronic City Phase II,2,1155.0,2.0,57.0,75
7835,Bannerghatta,2,1200.0,2.0,73.2,33
7836,others,2,1055.0,2.0,43.0,232
7837,Rajaji Nagar,3,1555.0,3.0,125.0,187
7838,Bellandur,3,1420.0,3.0,62.0,40
7839,Devanahalli,1,658.0,1.0,26.91,65
7840,KR Puram,2,1035.0,2.0,40.0,116
7841,Yelahanka New Town,1,488.0,1.0,20.0,229
7842,others,5,2760.0,5.0,140.0,232
7843,others,2,993.0,2.0,42.0,232
7844,Hoodi,2,1225.0,2.0,45.0,97
7845,Sompura,2,825.0,2.0,32.0,205
7846,Electronic City Phase II,3,1800.0,3.0,92.0,75
7847,Kanakpura Road,2,1167.0,2.0,63.0,128
7848,Sarjapur,2,1150.0,2.0,41.0,195
7849,others,1,650.0,1.0,50.0,232
7850,Sarjapur  Road,1,675.0,1.0,27.0,196
7851,others,2,2260.0,3.0,90.0,232
7852,Yelahanka New Town,2,1100.0,2.0,58.0,229
7853,Uttarahalli,3,1330.0,2.0,58.0,218
7854,others,6,2400.0,5.0,75.0,232
7855,Banashankari,3,1770.0,3.0,108.0,26
7856,Prithvi Layout,3,2100.0,3.0,125.0,183
7857,Pai Layout,2,1000.0,2.0,42.0,180
7858,Ramamurthy Nagar,4,2916.0,5.0,230.0,190
7859,Kanakpura Road,3,1419.59,2.0,65.0,128
7860,Kodihalli,3,1400.0,3.0,81.0,142
7861,Horamavu Agara,2,750.0,2.0,37.49,98
7862,Bannerghatta,2,1070.0,2.0,87.0,33
7863,Kannamangala,3,1536.0,3.0,107.0,129
7864,JP Nagar,3,2400.0,3.0,196.0,110
7865,Sarjapur  Road,3,1564.9842423276207,2.0,102.92,196
7866,Electronic City,2,1342.0,2.0,72.0,74
7867,others,3,1600.0,3.0,130.0,232
7868,Kanakapura,1,938.0,1.0,50.0,127
7869,Budigere,3,1820.0,3.0,99.0,52
7870,Bhoganhalli,4,2439.0,4.0,170.0,43
7871,Kanakpura Road,3,1665.0,3.0,78.0,128
7872,Basavangudi,3,1850.0,3.0,150.0,35
7873,Bommanahalli,2,1091.0,2.0,40.0,47
7874,Sarjapur  Road,2,1346.0,2.0,74.03,196
7875,Brookefield,4,3675.0,4.0,176.0,51
7876,JP Nagar,2,1060.0,2.0,33.95,110
7877,Whitefield,2,1059.0,2.0,57.0,226
7878,Hebbal,2,1299.0,2.0,97.0,92
7879,Yelahanka,3,1491.0,3.0,85.0,228
7880,Basaveshwara Nagar,2,1200.0,2.0,85.0,36
7881,Yelahanka,4,2088.0,5.0,110.0,228
7882,Hulimavu,1,581.0,1.0,29.0,105
7883,others,2,1296.0,2.0,70.0,232
7884,others,2,1125.0,2.0,55.0,232
7885,Electronic City,3,1275.0,3.0,70.0,74
7886,Kothanur,2,1095.0,2.0,55.0,147
7887,Old Madras Road,2,1330.0,2.0,74.0,178
7888,Marathahalli,2,1135.0,2.0,60.0,162
7889,Whitefield,1,516.0,1.0,39.0,226
7890,others,2,1194.0,2.0,51.0,232
7891,Electronic City,2,770.0,1.0,38.0,74
7892,Chikkalasandra,3,1355.0,3.0,54.2,59
7893,Harlur,4,2569.0,4.0,175.0,91
7894,Bhoganhalli,3,1707.0,3.0,115.0,43
7895,Sultan Palaya,2,1070.0,2.0,49.0,208
7896,Whitefield,4,6000.0,4.0,410.0,226
7897,Tumkur Road,3,1240.0,2.0,83.0,216
7898,JP Nagar,2,1300.0,2.0,91.65,110
7899,Ambalipura,2,1700.0,2.0,76.0,12
7900,Yeshwanthpur,3,1383.0,2.0,76.18,231
7901,others,5,3000.0,4.0,170.0,232
7902,Hulimavu,2,935.0,2.0,45.0,105
7903,Thigalarapalya,3,2072.0,4.0,151.0,212
7904,KR Puram,2,1116.0,2.0,45.0,116
7905,Whitefield,3,1639.0,3.0,107.0,226
7906,Marathahalli,3,1839.0,3.0,130.0,162
7907,others,2,1300.0,2.0,63.0,232
7908,Horamavu Agara,1,625.0,1.0,27.0,98
7909,Thanisandra,1,933.0,1.0,61.0,211
7910,Hosur Road,3,2289.0,3.0,180.0,104
7911,Ramamurthy Nagar,3,2316.0,3.0,125.0,190
7912,Electronic City,2,1005.0,2.0,39.77,74
7913,Horamavu Agara,2,1080.0,2.0,38.0,98
7914,Vishwapriya Layout,2,910.0,2.0,36.0,224
7915,Hormavu,2,1200.0,2.0,73.0,100
7916,Electronic City,2,1110.0,2.0,39.9,74
7917,Kothanur,2,1142.0,2.0,56.0,147
7918,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0,2
7919,AECS Layout,2,1005.0,2.0,55.0,9
7920,others,3,1626.6,3.0,133.0,232
7921,Kothanur,2,1074.0,2.0,54.0,147
7922,Basavangudi,2,1230.0,2.0,80.0,35
7923,Electronic City,2,660.0,1.0,23.0,74
7924,others,2,1007.0,2.0,48.0,232
7925,Whitefield,3,1820.0,3.0,113.0,226
7926,others,2,1348.0,2.0,100.0,232
7927,Kasavanhalli,2,1230.0,2.0,66.25,131
7928,Horamavu Agara,3,1176.0,2.0,37.62,98
7929,Frazer Town,2,1200.0,2.0,78.0,77
7930,others,2,1298.0,2.0,65.0,232
7931,Kothanur,2,1285.0,2.0,60.0,147
7932,Electronic City,3,1644.0,3.0,92.59,74
7933,Kasavanhalli,3,1819.0,3.0,150.0,131
7934,1st Phase JP Nagar,2,1205.0,2.0,85.0,1
7935,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,186
7936,9th Phase JP Nagar,3,1240.0,2.0,39.89,8
7937,Jigani,3,1221.0,3.0,70.0,114
7938,Kanakpura Road,2,1339.0,2.0,63.0,128
7939,Thigalarapalya,4,4303.0,5.0,300.0,212
7940,Haralur Road,2,1315.0,2.0,85.0,90
7941,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,186
7942,Bisuvanahalli,2,850.0,2.0,27.0,46
7943,7th Phase JP Nagar,3,1600.0,2.0,110.0,6
7944,Electronic City,2,1250.0,2.0,62.0,74
7945,others,3,1312.0,2.0,56.5,232
7946,Kadugodi,4,3000.0,4.0,134.0,118
7947,Whitefield,3,1990.0,3.0,98.0,226
7948,others,2,760.0,2.0,38.5,232
7949,Kadugodi,3,1614.0,2.0,59.0,118
7950,others,3,1182.0,2.0,60.1,232
7951,others,2,1053.0,2.0,46.29,232
7952,Gubbalala,3,2000.0,3.0,125.0,84
7953,Electronic City Phase II,3,1940.0,4.0,116.0,75
7954,Hennur Road,3,1590.0,3.0,105.0,96
7955,others,2,1035.0,2.0,52.79,232
7956,Kothanur,2,1075.0,2.0,53.0,147
7957,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,186
7958,Thanisandra,3,1702.0,3.0,107.0,211
7959,Bisuvanahalli,3,1080.0,2.0,65.0,46
7960,Kasavanhalli,2,1189.0,2.0,45.0,131
7961,Tumkur Road,2,1035.0,2.0,39.0,216
7962,Hennur Road,2,1200.0,2.0,36.0,96
7963,Kanakpura Road,3,1300.0,3.0,69.0,128
7964,Yelahanka,2,1330.0,2.0,93.65,228
7965,Kaggalipura,3,1210.0,2.0,65.0,120
7966,Chikkalasandra,3,1350.0,2.0,54.2,59
7967,Kaval Byrasandra,3,1900.0,2.0,65.0,134
7968,Ambedkar Nagar,3,1935.0,4.0,125.0,13
7969,others,3,1410.0,3.0,90.0,232
7970,others,2,1469.0,2.0,99.14,232
7971,Varthur,2,986.0,2.0,30.0,219
7972,others,3,1460.0,2.0,87.0,232
7973,Chandapura,3,1345.0,2.0,39.5,55
7974,Panathur,2,980.0,2.0,57.0,181
7975,Kudlu Gate,2,1164.0,2.0,75.0,149
7976,Subramanyapura,2,929.0,1.0,51.0,207
7977,Kundalahalli,2,1065.0,2.0,70.0,151
7978,Budigere,2,1564.9842423276207,2.0,56.725,52
7979,Electronic City,2,1020.0,2.0,30.27,74
7980,Gunjur,3,1362.0,3.0,62.63,85
7981,Yeshwanthpur,1,672.0,1.0,36.85,231
7982,Brookefield,3,1746.0,3.0,115.0,51
7983,Harlur,2,1532.0,2.0,65.0,91
7984,others,2,1250.0,2.0,65.0,232
7985,Thanisandra,2,1188.0,2.0,39.0,211
7986,Whitefield,4,3565.0,4.0,218.0,226
7987,Marathahalli,2,1170.0,2.0,85.0,162
7988,others,2,1000.0,2.0,35.0,232
7989,Kasturi Nagar,4,2507.0,4.0,155.0,132
7990,Babusapalaya,2,1061.0,2.0,34.0,24
7991,KR Puram,2,1290.0,2.0,69.0,116
7992,Sarjapur,2,1200.0,2.0,42.6,195
7993,Bharathi Nagar,2,1120.0,2.0,39.29,42
7994,Electronic City,1,418.0,1.0,12.0,74
7995,Sarjapur,3,1333.0,3.0,50.0,195
7996,Thanisandra,3,2030.0,4.0,125.0,211
7997,Balagere,2,1012.0,2.0,70.0,25
7998,Kudlu,3,1245.0,2.0,60.0,148
7999,7th Phase JP Nagar,3,1765.0,3.0,118.0,6
8000,Gottigere,2,1110.0,2.0,36.25,82
8001,others,2,967.0,2.0,47.8,232
8002,Sarjapur,2,1044.0,2.0,36.0,195
8003,Brookefield,3,1518.0,3.0,80.0,51
8004,KR Puram,3,1300.0,2.0,57.0,116
8005,others,3,1798.0,3.0,73.0,232
8006,KR Puram,2,866.28,2.0,36.38,116
8007,Whitefield,4,3410.0,5.0,253.0,226
8008,Singasandra,2,1179.0,2.0,56.0,203
8009,Haralur Road,3,1976.0,3.0,92.0,90
8010,5th Phase JP Nagar,2,1190.0,2.0,61.8,4
8011,Jakkur,3,1761.0,3.0,84.52,111
8012,Cooke Town,3,1700.0,3.0,120.0,61
8013,Electronic City,2,1128.0,2.0,64.8,74
8014,Electronic City,3,1220.0,2.0,35.25,74
8015,others,1,509.0,1.0,20.0,232
8016,Ambedkar Nagar,3,1852.0,4.0,122.0,13
8017,Varthur,2,1045.0,2.0,40.65,219
8018,others,4,3535.0,4.0,215.0,232
8019,others,4,1800.0,3.0,82.0,232
8020,Hebbal Kempapura,3,1436.0,2.0,75.0,93
8021,others,3,1397.0,2.0,52.0,232
8022,Kothanur,2,1140.0,2.0,56.0,147
8023,others,3,2050.0,3.0,135.0,232
8024,Sarjapur  Road,2,1335.0,2.0,95.0,196
8025,Thanisandra,2,1140.0,2.0,59.0,211
8026,Thanisandra,1,663.0,1.0,46.0,211
8027,Kanakpura Road,3,1450.0,3.0,60.9,128
8028,Kodichikkanahalli,3,1400.0,3.0,66.0,139
8029,others,2,1339.0,2.0,53.56,232
8030,Electronic City,3,1220.0,2.0,35.23,74
8031,others,2,1305.0,2.0,52.0,232
8032,Green Glen Layout,3,1740.0,3.0,80.0,83
8033,Anekal,2,680.0,1.0,21.0,17
8034,Bannerghatta Road,2,1154.0,2.0,47.0,34
8035,Munnekollal,2,1200.0,2.0,40.0,165
8036,Hennur,2,1155.0,2.0,54.5,95
8037,Sarjapur  Road,3,1525.0,2.0,63.0,196
8038,Hebbal,4,2470.0,5.0,192.0,92
8039,Padmanabhanagar,2,1100.0,2.0,60.0,179
8040,Hormavu,2,1250.0,2.0,65.0,100
8041,Kothanur,2,1400.0,2.0,70.0,147
8042,others,3,1600.0,3.0,100.0,232
8043,Electronic City,2,1060.0,2.0,55.0,74
8044,Horamavu Banaswadi,2,1272.0,2.0,50.0,99
8045,Kanakpura Road,2,1296.0,2.0,105.0,128
8046,Karuna Nagar,3,1945.0,3.0,115.0,130
8047,Chandapura,3,1033.0,2.0,30.47,55
8048,others,3,2300.0,2.0,69.0,232
8049,others,2,1235.0,2.0,52.76,232
8050,others,2,850.0,2.0,42.5,232
8051,Subramanyapura,3,1880.0,3.0,110.0,207
8052,Kenchenahalli,2,1060.0,2.0,52.0,135
8053,Hennur Road,3,2041.0,3.0,138.0,96
8054,others,2,1150.0,2.0,39.0,232
8055,LB Shastri Nagar,2,1184.0,2.0,62.0,152
8056,Sarjapur  Road,3,1680.0,3.0,126.0,196
8057,Thanisandra,3,1411.0,3.0,100.0,211
8058,Kanakpura Road,2,900.0,2.0,41.0,128
8059,Thanisandra,3,1702.0,3.0,120.0,211
8060,Yelahanka,2,1185.0,2.0,45.0,228
8061,Kanakpura Road,3,1300.0,3.0,64.0,128
8062,others,3,1545.0,3.0,65.0,232
8063,Jigani,3,1300.0,3.0,55.0,114
8064,JP Nagar,2,1107.0,2.0,57.0,110
8065,Old Madras Road,3,1720.0,3.0,106.0,178
8066,Bannerghatta Road,2,1000.0,2.0,44.5,34
8067,Electronic City,1,710.0,1.0,40.42,74
8068,Bannerghatta Road,2,1250.0,2.0,48.0,34
8069,Kaggadasapura,5,2400.0,4.0,130.0,119
8070,Hegde Nagar,3,1584.01,3.0,104.0,94
8071,Kaggadasapura,3,1485.0,2.0,70.0,119
8072,Hennur Road,3,1100.0,2.0,78.0,96
8073,8th Phase JP Nagar,2,1245.0,2.0,59.0,7
8074,Hennur Road,4,1880.0,4.0,154.0,96
8075,others,2,1050.0,2.0,45.0,232
8076,Bannerghatta Road,3,1640.0,3.0,105.0,34
